RFGC,FGC(E),m_FGC(E),PGC,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s,GLON,GLAT,PA,---,aO,bO,aE,bE,Btot,AB,MType,As,SB,N,Notes
3193,2073,--,--,16,48,24.0,+,60,42,11,16,47,43.8,+,60,47,20,90.51,38.34,100,3193,0.78,0.08,0.74,0.09,17.1,0.17,cd,2,III,2,--
3194,2078,--,--,16,48,53.3,+,77,24,12,16,51,5.5,+,77,29,13,110.01,32.95,15,3194,0.81,0.1,0.8,0.12,16.9,0.16,bc,0,III,1,Red nucleus
3195,1259,E,--,16,48,55.1,-,67,42,25,16,43,47.0,-,67,37,9,322.63,-14.47,2,3195,0.77,0.09,0.75,0.13,16.9,0.39,d,0,III,1,Broken
3196,1261,E,59057,16,49,21.7,-,17,38,38,16,46,27.8,-,17,33,28,2.08,17.01,125,3196,1.11,0.15,1.16,0.17,16.1,3.43,bc,0,II,1,In pair.Compan.beside to S
3197,2072,--,59081,16,50,0.0,+,9,26,9,16,47,36.7,+,9,31,16,27.47,31.23,136,3197,1.93,0.24,1.87,0.26,15.4,0.33,c,2,III,0,F.disk plus very sharp nucl.
3198,1255,E,--,16,50,19.3,-,84,3,0,16,37,43.9,-,83,57,34,308.56,-24.02,3,3198,1.45,0.13,1.16,0.1,16.1,0.54,c,0,II,0,Wavy
3199,2074,--,--,16,50,28.8,+,40,47,13,16,48,49.9,+,40,52,16,64.85,39.59,122,3199,0.93,0.11,0.9,0.11,16.5,0.07,d,0,II,0,--
3200,2075,--,--,16,50,50.9,+,39,22,4,16,49,9.6,+,39,27,5,63.03,39.4,15,3200,1.11,0.11,0.99,0.1,16.4,0.06,d,0,II,0,Bluish
3201,2081,--,59110,16,50,54.2,+,47,13,5,16,49,29.4,+,47,18,5,73.21,39.65,65,3201,0.83,0.09,0.8,0.09,16.7,0.11,d,2,II,2,At 1.5E-destroyed ring gal.
3202,2077,--,--,16,51,40.3,+,53,24,22,16,50,32.6,+,53,29,18,81.19,39.12,146,3202,0.68,0.09,0.72,0.1,16.8,0.31,dm,2,II,3,Wedge-like
3203,2076,--,--,16,51,45.6,+,20,4,34,16,49,35.3,+,20,9,32,39.37,34.99,91,3203,0.84,0.1,0.89,0.11,16.8,0.28,c,1,III,1,Companion at 2.0 N
3204,2089,--,--,16,51,51.1,+,78,45,14,16,54,40.3,+,78,50,2,111.4,32.26,14,3204,0.63,0.09,0.67,0.09,16.9,0.21,cd,0,II,3,--
3205,2082,--,--,16,52,58.3,+,53,39,0,16,51,51.6,+,53,43,51,81.47,38.9,111,3205,0.85,0.11,0.83,0.11,16.6,0.16,c,1,II,0,--
3206,2094,--,59188,16,53,25.2,+,79,4,9,16,56,24.5,+,79,8,50,111.7,32.06,27,3206,1.57,0.22,1.66,0.22,15.5,0.19,d,0,III,0,Slightly arched.Compan.at 2.5N
3207,2085,--,--,16,53,33.6,+,62,39,14,16,53,3.9,+,62,44,2,92.74,37.31,107,3207,0.78,0.09,0.82,0.09,16.9,0.17,cd,1,III,1,Compan. at 1.5 N
3208,2079,--,--,16,53,56.6,-,4,35,7,16,51,17.9,-,4,30,16,14.23,23.5,90,3208,1.23,0.1,1.3,0.1,16.4,1.09,d,1,III,1,--
3209,2083,--,--,16,54,43.2,+,17,6,53,16,52,29.2,+,17,11,40,36.32,33.29,139,3209,0.87,0.12,0.62,0.11,17.0,0.33,cd,1,IV,2,--
3210,2090,--,59248,16,54,50.4,+,70,26,17,16,55,17.5,+,70,30,57,101.99,35.09,79,3210,1.37,0.19,1.33,0.19,15.7,0.19,c,2,II,2,Gal.0.4 at 1.7S.Bend at W edge
3211,2084,--,59250,16,54,57.6,+,22,8,56,16,52,49.9,+,22,13,41,42.06,34.96,51,3211,1.34,0.17,1.25,0.18,16.0,0.27,c,1,III,0,--
3212,2088,--,59255,16,55,21.6,+,58,39,36,16,54,33.4,+,58,44,16,87.75,37.88,15,3212,1.08,0.09,1.01,0.1,16.6,0.07,d,1,II,2,Compa.0.3 at 1.0 SE
3213,2086,--,--,16,55,28.8,+,18,2,56,16,53,16.1,+,18,7,39,37.44,33.46,28,3213,0.64,0.09,0.68,0.1,17.2,0.46,d,0,IV,0,Distant
3214,2087,--,--,16,56,29.8,+,27,45,37,16,54,29.8,+,27,50,15,48.8,36.23,2,3214,0.75,0.09,0.85,0.11,16.9,0.26,c,0,III,1,--
3215,2092,--,--,16,56,38.2,+,59,49,29,16,55,54.9,+,59,54,3,89.16,37.52,18,3215,0.76,0.08,0.66,0.1,17.0,0.08,cd,0,II,0,--
3216,2098,--,--,16,57,4.8,+,77,8,28,16,59,13.7,+,77,12,55,109.51,32.64,133,3216,0.8,0.08,0.66,0.09,17.0,0.18,d,0,II,2,--
3217,2091,--,59310,16,57,23.3,+,38,40,18,16,55,41.1,+,38,44,52,62.31,38.07,131,3217,1.7,0.22,1.57,0.21,15.4,0.07,dm,1,II,0,Curved. Blue
3218,1263,E,59335,16,58,1.9,-,66,26,3,16,53,1.2,-,66,21,25,324.23,-14.42,72,3218,1.81,0.13,1.26,0.13,16.2,0.4,c,0,III,0,Star projected near nucleus
3219,2096,--,59333,16,58,7.2,+,58,53,10,16,57,20.3,+,58,57,38,87.95,37.49,88,3219,1.44,0.1,1.48,0.11,16.2,0.07,d,1,II,2,Interacting pair at 5.0 NE
3220,1264,E,--,16,58,18.1,-,68,15,26,16,53,3.7,-,68,10,49,322.72,-15.51,163,3220,0.73,0.09,0.67,0.1,17.1,0.32,c,0,III,0,--
3221,2099,--,--,16,58,21.4,+,73,19,37,16,59,23.2,+,73,24,1,105.21,33.9,102,3221,1.03,0.13,0.9,0.12,16.4,0.22,c,0,II,0,--
3222,2093,--,59355,16,58,33.6,+,15,13,12,16,56,17.4,+,15,17,42,34.66,31.72,129,3222,0.92,0.12,0.84,0.15,16.7,0.35,bc,2,III,0,Curved
3223,1262,E,59356,16,58,35.0,-,71,27,35,16,52,50.2,-,71,22,57,320.01,-17.37,25,3223,1.36,0.17,1.36,0.21,15.8,0.41,c,0,II,0,--
3224,2095,--,--,16,58,44.6,+,38,48,33,16,57,2.8,+,38,53,1,62.52,37.82,145,3224,1.19,0.17,1.14,0.18,16.0,0.08,bc,0,II,1,--
3225,2097,--,59432,17,0,57.6,-,1,50,46,16,58,21.8,-,1,46,25,17.77,23.43,26,3225,0.94,0.13,0.94,0.13,16.3,1.08,c,1,II,1,--
3226,1265,E,--,17,1,25.3,-,74,5,5,16,55,6.2,-,74,0,38,317.84,-19.01,12,3226,0.61,0.07,0.63,0.09,17.4,0.29,c,0,III,0,Knot
3227,2100,--,59460,17,1,43.2,+,41,13,44,17,0,6.2,+,41,18,0,65.63,37.51,148,3227,1.44,0.18,1.46,0.18,15.6,0.1,c,0,I,0,Star projected
3228,2101,--,--,17,2,47.8,+,44,47,31,17,1,18.3,+,44,51,42,70.13,37.56,174,3228,0.65,0.08,0.55,0.08,17.3,0.07,dm,1,III,2,--
3229,2102,--,--,17,3,32.9,+,43,59,20,17,2,1.5,+,44,3,27,69.13,37.38,90,3229,0.92,0.11,0.9,0.11,16.5,0.07,d,1,II,0,--
3230,2103,--,--,17,3,38.9,+,45,48,32,17,2,11.8,+,45,52,39,71.42,37.45,40,3230,0.83,0.1,0.65,0.1,16.9,0.15,d,1,III,1,--
3231,1267,E,--,17,4,21.6,-,27,11,25,17,1,14.6,-,27,7,17,356.35,8.52,42,3231,0.89,0.09,1.02,0.11,16.8,1.31,cd,0,III,0,Star projected near nucleus
3232,2104,--,59558,17,4,55.9,+,43,14,30,17,3,23.2,+,43,18,32,68.22,37.08,138,3232,1.15,0.08,1.01,0.09,16.6,0.12,d,0,II,0,--
3233,1266,E,59572,17,5,3.5,-,81,4,17,16,55,40.3,-,80,59,59,311.6,-22.87,10,3233,1.18,0.16,1.16,0.19,16.0,0.86,bc,0,II,1,Diffuse arms
3234,2108,--,59576,17,5,7.0,+,52,42,22,17,3,58.5,+,52,46,22,80.09,37.16,46,3234,1.15,0.13,1.21,0.16,16.2,0.15,bc,0,II,0,--
3235,2107,--,--,17,5,33.4,+,38,22,19,17,3,51.0,+,38,26,19,62.19,36.45,14,3235,1.43,0.19,1.23,0.13,15.8,0.19,c,1,II,4,--
3236,2105,--,--,17,5,35.8,+,25,33,56,17,3,33.2,+,25,37,56,46.89,33.68,57,3236,1.09,0.15,1.03,0.18,16.4,0.15,c,1,IV,1,--
3237,2106,--,59591,17,5,44.2,+,25,32,20,17,3,41.4,+,25,36,20,46.87,33.64,52,3237,1.21,0.16,1.1,0.19,16.0,0.16,bc,0,II,1,Compan. at 2.5 NW
3238,1268,E,59635,17,7,0.1,-,62,4,59,17,2,24.1,-,62,0,59,328.46,-12.68,136,3238,4.98,0.44,4.45,0.54,13.9,0.59,d,0,II,0,Star projected. Knots
3239,2109,--,--,17,7,7.2,+,8,55,38,17,4,43.8,+,8,59,33,29.07,27.21,77,3239,1.46,0.11,1.23,0.15,16.4,0.43,c,0,III,0,--
3240,2110,--,59650,17,7,26.4,+,30,13,30,17,5,30.5,+,30,17,22,52.45,34.52,159,3240,1.68,0.19,1.6,0.24,15.6,0.21,bc,0,II,2,Member of triplet
3241,2112,--,--,17,7,38.4,+,69,20,10,17,7,57.3,+,69,23,56,100.33,34.34,178,3241,0.62,0.08,0.63,0.08,17.2,0.14,cd,0,III,1,--
3242,2111,--,59657,17,7,45.6,+,30,19,34,17,5,49.8,+,30,23,24,52.59,34.47,14,3242,1.4,0.15,1.29,0.17,16.1,0.23,c,0,III,2,Member of triplet
3243,1269,E,59659,17,7,48.0,-,59,51,2,17,3,22.6,-,59,47,6,330.38,-11.48,93,3243,1.45,0.13,1.45,0.12,16.0,0.58,c,0,II,0,Star projected near nucleus
3244,1270,E,--,17,9,37.8,-,63,47,1,17,4,52.1,-,63,43,13,327.19,-13.89,71,3244,0.86,0.12,0.87,0.12,16.6,0.46,dm,0,III,0,--
3245,2118,--,59743,17,10,41.0,+,74,25,44,17,12,2.1,+,74,29,15,106.14,32.75,94,3245,1.02,0.1,0.92,0.1,16.6,0.19,cd,0,II,0,Slightly wedge-like
3246,2114,--,59752,17,10,50.4,+,45,51,14,17,9,24.0,+,45,54,51,71.55,36.2,179,3246,1.3,0.12,1.22,0.15,16.2,0.14,c,0,II,0,--
3247,2113,--,59769,17,11,4.8,+,5,51,8,17,8,37.8,+,5,54,45,26.5,24.95,48,3247,1.97,0.24,2.13,0.27,15.2,0.64,bc,0,II,0,--
3248,1272,E,--,17,11,45.3,-,25,44,51,17,8,40.1,-,25,41,15,358.51,8.03,73,3248,0.98,0.1,1.02,0.17,16.7,2.14,c,0,III,0,In populous field of stars
3249,2115,--,--,17,11,49.2,+,47,39,37,17,10,27.1,+,47,43,9,73.8,36.12,152,3249,0.85,0.1,0.8,0.11,16.7,0.17,cd,0,II,2,--
3250,2116,--,--,17,12,17.0,+,43,56,18,17,10,46.1,+,43,59,48,69.21,35.81,63,3250,0.8,0.11,0.66,0.11,16.8,0.07,dm,1,III,0,Bluish
3251,2117,--,--,17,12,43.2,+,52,54,58,17,11,36.0,+,52,58,25,80.3,36.0,95,3251,0.63,0.08,0.59,0.09,17.1,0.07,c,0,II,0,--
--,1273,E,--,17,13,40.4,-,61,58,25,17,9,4.1,-,61,54,53,329.0,-13.27,78,--,0.54,0.06,0.67,0.08,17.5,0.41,c,0,III,1,Curved
3252,2119,--,--,17,14,15.6,+,34,33,39,17,12,27.0,+,34,37,2,57.96,34.07,147,3252,0.77,0.09,0.56,0.09,17.0,0.11,d,0,II,2,--
3253,1274,E,59898,17,14,22.9,-,65,56,11,17,9,23.0,-,65,52,42,325.62,-15.5,103,3253,1.49,0.15,1.26,0.17,16.1,0.32,bc,0,III,0,--
--,1275,E,--,17,15,4.0,-,65,42,25,17,10,5.5,-,65,38,59,325.86,-15.43,33,--,0.54,0.06,0.58,0.07,17.6,0.29,c,0,III,1,--
3254,2122,--,--,17,15,7.4,+,58,14,26,17,14,19.7,+,58,17,42,86.82,35.37,34,3254,1.1,0.11,0.92,0.12,16.5,0.12,c,0,II,0,--
3255,2120,--,--,17,15,10.3,+,6,59,30,17,12,44.7,+,7,2,50,28.12,24.57,36,3255,1.03,0.13,0.94,0.13,16.5,0.65,c,0,III,2,Slightly curved
3256,1271,E,59957,17,15,34.2,-,75,56,30,17,8,39.9,-,75,53,2,316.66,-20.76,16,3256,1.67,0.16,1.45,0.11,15.9,0.45,c,0,III,0,Contrast nucleus
3257,2123,--,--,17,16,3.4,+,41,3,16,17,14,26.7,+,41,6,31,65.79,34.81,40,3257,0.86,0.11,0.77,0.11,16.6,0.11,c,0,II,1,--
3258,2121,--,59995,17,16,33.6,+,7,19,35,17,14,8.3,+,7,22,49,28.62,24.41,50,3258,1.1,0.1,1.23,0.11,16.5,0.71,cd,0,III,0,--
3259,2124,--,--,17,17,20.4,+,25,7,19,17,15,17.4,+,25,10,29,47.33,31.01,123,3259,0.65,0.07,0.48,0.07,17.3,0.2,d,0,II,0,Bluish
3260,2125,--,--,17,18,1.0,+,50,45,21,17,16,47.7,+,50,48,26,77.64,35.19,0,3260,0.63,0.09,0.65,0.1,17.1,0.13,d,1,III,0,--
3261,2126,--,--,17,18,32.2,+,41,40,7,17,16,56.8,+,41,43,10,66.61,34.43,144,3261,0.95,0.11,0.95,0.11,16.5,0.09,c,0,II,2,Compact gal. at 2.5 SW
3262,2128,--,60044,17,18,51.4,+,61,13,26,17,18,17.5,+,61,16,26,90.39,34.62,6,3262,1.22,0.1,1.0,0.1,16.4,0.1,d,1,II,1,--
3263,2127,--,60049,17,18,54.7,+,29,51,23,17,16,58.7,+,29,54,26,52.77,32.02,81,3263,1.23,0.13,1.23,0.13,16.1,0.18,cd,0,II,0,Stars projected
3264,1277,E,--,17,19,25.3,-,61,50,8,17,14,49.0,-,61,47,2,329.5,-13.76,164,3264,0.9,0.08,0.58,0.1,17.2,0.45,c,0,III,0,--
3265,1279,E,60099,17,20,17.5,-,65,4,47,17,15,22.5,-,65,1,43,326.71,-15.56,65,3265,0.9,0.1,0.82,0.16,16.7,0.29,c,0,II,2,Tail to LSB compan. at 1.4 W
3266,1278,E,60111,17,20,53.2,-,72,32,11,17,14,50.9,-,72,29,8,320.01,-19.4,150,3266,0.82,0.09,0.79,0.11,16.8,0.3,c,0,II,0,Star projected near nucleus
3267,2129,--,60113,17,20,57.6,+,42,9,22,17,19,23.3,+,42,12,15,67.26,34.04,139,3267,1.79,0.24,1.46,0.24,15.6,0.09,bc,1,III,0,--
3268,2130,--,--,17,23,21.6,+,16,21,40,17,21,7.1,+,16,24,24,38.5,26.66,158,3268,0.84,0.1,0.69,0.1,16.8,0.36,c,0,II,0,--
3269,1282,E,60235,17,24,36.0,-,70,27,7,17,18,56.9,-,70,24,21,322.08,-18.64,75,3269,1.27,0.13,1.28,0.17,16.1,0.4,c,0,II,1,Dust. Galaxy on W side
3270,1280,E,60234,17,24,37.1,-,73,56,20,17,18,14.8,-,73,53,32,318.84,-20.31,135,3270,1.45,0.17,1.69,0.24,15.5,0.33,cd,1,I,0,In group. Peculiar
3271,2132,--,--,17,25,6.7,+,56,52,43,17,24,14.1,+,56,55,17,85.08,34.11,21,3271,1.23,0.15,1.2,0.17,16.2,0.15,bc,0,III,4,--
3272,2134,--,60271,17,25,38.9,+,59,26,49,17,24,57.2,+,59,29,20,88.17,33.92,91,3272,1.15,0.16,0.9,0.13,16.2,0.12,bc,0,II,2,--
3273,2143,--,60277,17,26,8.2,+,77,42,13,17,28,38.2,+,77,44,35,109.56,30.96,121,3273,1.32,0.17,1.14,0.17,15.9,0.19,c,1,II,1,--
3274,2131,--,60286,17,26,16.8,+,11,19,5,17,23,56.3,+,11,21,37,33.7,23.98,163,3274,1.33,0.13,1.18,0.13,16.2,0.68,d,1,III,0,--
3275,2133,--,60294,17,26,38.6,+,26,49,45,17,24,38.4,+,26,52,15,49.94,29.54,132,3275,0.9,0.12,0.87,0.12,16.4,0.18,cd,0,II,0,LSB gal. at 0.8 E ?
3276,2142,--,--,17,26,45.8,+,74,25,8,17,28,9.6,+,74,27,30,105.81,31.71,100,3276,0.68,0.09,0.71,0.09,17.0,0.15,cd,1,III,1,--
3277,2139,--,60317,17,27,19.2,+,61,10,37,17,26,45.5,+,61,13,1,90.23,33.61,58,3277,1.34,0.1,1.14,0.09,16.3,0.12,d,0,II,0,--
3278,2136,--,--,17,27,22.8,+,25,29,33,17,25,20.4,+,25,31,59,48.54,28.97,162,3278,0.84,0.11,0.8,0.11,16.8,0.27,c,0,III,2,--
3279,2135,--,--,17,27,23.3,+,13,39,45,17,25,5.7,+,13,42,12,36.17,24.7,124,3279,0.88,0.08,0.56,0.09,17.2,0.52,cd,1,III,0,Bluish
3280,1281,E,--,17,27,48.2,-,80,48,37,17,18,27.7,-,80,45,56,312.3,-23.54,34,3280,0.9,0.09,0.98,0.11,16.8,0.73,c,0,III,2,In group
3281,2137,--,--,17,27,55.4,+,3,14,39,17,25,25.4,+,3,17,4,26.09,20.03,146,3281,0.99,0.11,1.21,0.16,16.3,0.61,c,1,II,1,Unclear trace on O pr.at S
3282,1283,E,--,17,28,2.3,-,66,50,10,17,22,54.3,-,66,47,39,325.56,-17.13,142,3282,1.18,0.13,1.06,0.1,16.2,0.29,c,0,II,8,In group. Star projected
3283,2140,--,60370,17,28,57.4,+,29,18,27,17,27,0.7,+,29,20,47,52.84,29.77,46,3283,1.47,0.16,1.34,0.13,15.8,0.21,cd,2,II,0,--
3284,2138,--,60376,17,29,0.0,+,8,49,57,17,26,36.4,+,8,52,18,31.57,22.31,65,3284,1.16,0.15,1.09,0.16,16.1,0.48,bc,0,II,0,Star projected
3285,2147,--,60369,17,29,2.6,+,74,15,26,17,30,24.1,+,74,17,38,105.58,31.59,133,3285,1.84,0.15,1.77,0.13,15.6,0.16,d,0,II,1,Slightly knotty
3286,2141,--,60387,17,29,38.4,+,5,1,17,17,27,10.4,+,5,3,35,27.98,20.47,96,3286,0.81,0.1,0.8,0.13,16.7,0.53,cd,0,II,2,--
3287,2144,--,--,17,30,50.4,+,49,57,47,17,29,35.5,+,49,59,57,76.79,33.12,34,3287,0.63,0.07,0.54,0.07,17.4,0.11,cd,2,III,1,--
3288,2146,--,--,17,31,30.7,+,42,55,21,17,29,58.6,+,42,57,29,68.49,32.22,126,3288,0.82,0.11,0.78,0.12,16.6,0.08,c,0,II,1,Spiral compan. at 3.0 SE
3289,2145,--,60436,17,31,41.0,+,32,13,55,17,29,49.2,+,32,16,2,56.27,29.99,87,3289,1.88,0.1,1.72,0.11,16.0,0.2,d,0,II,0,Bright star projected
3290,2148,--,--,17,32,51.1,+,51,53,49,17,31,41.8,+,51,55,50,79.12,32.92,126,3290,0.72,0.09,0.68,0.09,17.0,0.13,cd,1,III,4,--
3291,2149,--,--,17,33,12.7,+,50,22,30,17,31,59.0,+,50,24,29,77.31,32.77,71,3291,0.74,0.1,0.69,0.1,16.8,0.1,c,0,II,0,Spiral 1.7 at 4.0 E
3292,1284,E,--,17,34,9.5,-,73,2,49,17,27,58.5,-,73,0,43,320.02,-20.51,116,3292,0.82,0.09,0.67,0.09,16.9,0.23,c,0,II,0,Faint ends. Star projected
3293,2151,--,--,17,35,42.0,+,67,26,16,17,35,48.2,+,67,28,2,97.55,32.13,160,3293,0.81,0.09,0.86,0.1,17.0,0.19,c,1,IV,2,--
3294,1276,E,60542,17,35,50.3,-,87,0,8,17,12,24.7,-,86,57,32,306.09,-26.12,133,3294,1.08,0.14,0.97,0.11,16.2,0.69,c,0,II,2,--
3295,1285,E,60563,17,36,23.8,-,77,32,12,17,28,50.2,-,77,30,12,315.71,-22.55,50,3295,0.82,0.09,0.95,0.19,16.8,0.63,cd,1,III,0,"Knots. LSB ""badge"" under nucl."
3296,2150,--,--,17,37,6.5,+,45,41,53,17,35,40.9,+,45,43,36,71.9,31.63,100,3296,1.08,0.08,1.0,0.09,16.8,0.12,cd,0,III,0,Bright star projected
3297,2152,--,60584,17,37,21.6,+,60,25,37,17,36,45.1,+,60,27,17,89.26,32.42,4,3297,1.12,0.11,1.0,0.11,16.4,0.23,c,1,II,1,--
3298,2153,--,--,17,41,28.3,+,18,39,18,17,39,17.0,+,18,40,44,42.65,23.53,82,3298,0.95,0.1,0.78,0.11,16.6,0.29,d,1,II,0,--
3299,1286,E,--,17,42,6.1,-,61,33,26,17,37,29.5,-,61,31,58,331.15,-15.94,123,3299,0.68,0.08,0.67,0.1,17.0,0.3,c,0,II,0,--
3300,1287,E,--,17,42,40.7,-,63,19,28,17,37,54.5,-,63,18,1,329.55,-16.82,71,3300,0.87,0.09,0.81,0.09,16.8,0.32,c,0,II,1,In pair. Companion at 1.7 SE
3301,1288,E,60744,17,43,15.2,-,66,43,28,17,38,6.8,-,66,42,3,326.4,-18.41,6,3301,1.07,0.14,0.87,0.11,16.3,0.39,c,0,II,0,Diffuse. Slightly curved
3302,2154,--,--,17,44,13.4,+,20,2,43,17,42,4.1,+,20,3,57,44.33,23.45,34,3302,0.78,0.11,0.76,0.11,16.7,0.33,c,0,II,0,= FGC 2160
3303,2155,--,60820,17,46,2.4,+,59,19,23,17,45,20.9,+,59,20,25,87.96,31.33,34,3303,1.42,0.19,1.27,0.17,15.8,0.19,bc,0,II,2,--
3304,2159,--,60843,17,46,52.6,+,57,4,5,17,46,1.9,+,57,5,4,85.33,31.15,176,3304,1.2,0.1,1.16,0.1,16.4,0.19,cd,0,II,0,--
3305,1289,E,--,17,47,28.0,-,59,2,38,17,43,3.0,-,59,1,34,333.78,-15.36,125,3305,0.82,0.09,0.58,0.12,17.1,0.48,cd,0,III,1,--
3306,2158,--,--,17,47,36.0,+,36,4,30,17,45,50.7,+,36,5,28,61.48,27.79,48,3306,1.12,0.13,1.06,0.11,16.1,0.14,cd,0,I,0,--
3307,2162,--,--,17,47,47.5,+,64,0,34,17,47,30.5,+,64,1,28,93.44,31.12,19,3307,0.67,0.09,0.62,0.09,17.1,0.13,cd,1,III,3,Spiral 1.2 at 2.0 NW
3308,2157,--,--,17,47,48.7,+,19,15,11,17,45,38.4,+,19,16,9,43.87,22.37,0,3308,0.94,0.11,0.99,0.11,16.5,0.38,bc,1,II,0,Curved
3309,2156,--,--,17,47,50.4,+,5,48,25,17,45,23.3,+,5,49,23,30.88,16.78,153,3309,1.23,0.12,1.23,0.24,16.2,0.75,bc,0,II,0,--
3310,2161,--,--,17,48,10.8,+,53,9,8,17,47,6.0,+,53,10,1,80.79,30.69,134,3310,0.95,0.1,0.95,0.1,16.5,0.15,cd,0,II,0,--
3311,2165,--,--,17,48,57.6,+,66,43,2,17,48,58.9,+,66,43,50,96.6,30.9,175,3311,0.72,0.09,0.67,0.09,16.9,0.17,d,0,II,1,--
3312,2163,--,--,17,49,48.0,+,42,40,2,17,48,15.7,+,42,40,49,68.88,28.88,77,3312,0.68,0.09,0.64,0.09,17.0,0.14,c,0,II,2,--
3313,2164,--,60975,17,50,40.8,+,14,49,16,17,48,24.8,+,14,50,1,39.79,20.0,166,3313,1.29,0.17,1.36,0.21,15.8,0.37,bc,1,II,0,--
3314,2166,--,--,17,51,43.2,+,37,23,20,17,50,0.4,+,37,24,0,63.15,27.33,120,3314,0.96,0.13,0.9,0.15,16.3,0.14,cd,0,II,2,Compan. at 1.0 N
--,1290,E,--,17,52,4.4,-,69,20,28,17,46,33.7,-,69,19,41,324.25,-20.26,128,--,0.54,0.05,0.63,0.07,17.8,0.33,c,0,IV,0,Star projected near nucleus
3315,2167,--,61036,17,52,39.4,+,29,3,32,17,50,42.7,+,29,4,9,54.32,24.76,32,3315,1.46,0.19,1.21,0.22,15.8,0.24,b,0,II,1,--
3316,2168,--,61058,17,53,37.0,+,58,21,3,17,52,51.5,+,58,21,33,86.88,30.31,37,3316,1.79,0.1,1.5,0.11,16.1,0.2,d,0,II,1,--
3317,2169,--,--,17,54,22.8,+,54,54,27,17,53,23.9,+,54,54,53,82.91,29.95,27,3317,0.67,0.09,0.66,0.09,17.0,0.18,c,0,II,0,--
3318,2170,--,61120,17,55,43.2,+,34,35,13,17,53,55.6,+,34,35,36,60.37,25.8,57,3318,1.57,0.22,1.4,0.21,15.5,0.17,bc,0,II,1,--
3319,2175,--,--,17,56,28.1,+,77,45,19,17,59,1.9,+,77,45,29,109.26,29.37,22,3319,0.94,0.1,0.99,0.1,16.6,0.21,d,0,III,1,--
--,1291,E,--,17,57,28.8,-,73,0,54,17,51,16.4,-,73,0,30,320.78,-22.05,56,--,0.54,0.06,0.58,0.09,17.5,0.31,d,0,III,0,Slightly curved
3320,2171,--,61169,17,57,31.4,+,11,43,57,17,55,11.4,+,11,44,13,37.55,17.21,87,3320,1.34,0.19,1.28,0.19,15.8,0.73,b,1,II,0,--
3321,2172,--,61211,17,59,2.6,+,57,7,6,17,58,12.3,+,57,7,12,85.52,29.5,157,3321,1.18,0.12,1.12,0.12,16.4,0.19,cd,0,III,2,Diffuse spiral 0.5 at 1.3 S
3322,2173,--,--,17,59,18.5,+,58,3,51,17,58,32.0,+,58,3,56,86.61,29.55,58,3322,0.92,0.09,0.92,0.1,16.8,0.19,c,1,III,0,--
3323,2174,--,61248,18,0,4.1,+,44,31,41,17,58,35.9,+,44,31,44,71.38,27.44,13,3323,1.2,0.15,2.22,0.16,15.6,0.13,c,0,II,1,2nd compan. of pair at 2.0 S
3324,2176,--,61300,18,1,51.6,+,6,58,11,17,59,26.0,+,6,58,8,33.57,14.18,3,3324,5.38,0.68,4.82,0.74,13.4,0.88,d,1,II,0,Nucleus is not seen
3325,2177,--,--,18,2,31.4,+,45,8,1,18,1,4.9,+,45,7,53,72.15,27.14,160,3325,0.69,0.09,0.67,0.1,17.1,0.18,cd,1,III,2,--
3326,2179,--,61319,18,2,58.3,+,52,6,53,18,1,50.3,+,52,6,42,79.92,28.33,30,3326,1.28,0.11,1.3,0.13,16.2,0.2,c,0,II,0,Contrast red nucl.Gal.at 1.4S
3327,2182,--,--,18,4,7.2,+,60,24,6,18,3,31.1,+,60,23,49,89.33,29.12,176,3327,0.64,0.09,0.55,0.09,17.2,0.18,c,0,III,2,--
3328,2180,--,--,18,4,12.0,+,45,3,46,18,2,45.1,+,45,3,31,72.14,26.84,115,3328,0.91,0.11,0.83,0.13,16.6,0.17,bc,1,II,1,= FGC 2178
3329,1292,E,--,18,4,18.8,-,53,23,28,18,0,15.1,-,53,23,38,340.1,-14.93,134,3329,0.77,0.09,0.67,0.1,17.1,0.53,c,0,III,0,--
3330,2183,--,61363,18,4,37.4,+,60,14,57,18,4,0.6,+,60,14,38,89.17,29.04,17,3330,1.3,0.13,1.22,0.16,16.3,0.17,c,0,III,1,--
3331,2181,--,61372,18,5,1.2,+,20,2,24,18,2,51.9,+,20,2,6,46.31,18.93,12,3331,1.14,0.1,1.05,0.1,16.6,0.4,cd,1,III,2,Slightly curved
3332,1293,E,--,18,6,4.0,-,63,55,39,18,1,13.6,-,63,55,55,330.12,-19.43,14,3332,0.82,0.11,0.73,0.11,16.7,0.27,c,0,II,1,--
3333,2213,--,61414,18,6,45.1,+,87,48,35,18,33,2.4,+,87,47,8,120.51,27.53,129,3333,1.77,0.21,1.61,0.2,15.6,0.74,bc,0,III,2,Star near the cent. Dust lane
3334,2184,--,61420,18,7,2.2,+,20,29,18,18,4,53.4,+,20,28,51,46.94,18.67,109,3334,1.4,0.18,1.21,0.18,15.7,0.34,dm,1,II,0,Bluish
3335,2185,--,--,18,8,5.8,+,16,34,44,18,5,51.7,+,16,34,14,43.27,16.89,107,3335,0.99,0.1,0.82,0.1,16.6,0.51,cd,2,II,2,--
